"ins","ins","i.n.s.","i n s"
"eight","eight"
"nine","nine"
"ten","ten"
"eleven","eleven"
"twelve","twelve"
"thirteen","thirteen"
"fourteen","fourteen"
"fifteen","fifteen"
"sixteen","sixteen"
"seventeen","seventeen"
"eighteen","eighteen"
"nineteen","nineteen"
"twenty","twenty"
"thirty","thirty"
"forty","forty"
"fifty","fifty"
"sixty","sixty"
"seventy","seventy"
"eighty","eighty"
"ninety","ninety"
"hundred","hundred"
"thousand","thousand"
"lakh","lakh"
"million","million"
"crore","crore"
"billion","billion"
"trillion","trillion"
"quadrillion","quadrillion"
"quintillion","quintillion"
"sextillion","sextillion"
"septillion","septillion"
"octillion","octillion"
"nonillion","nonillion"
"decillion","decillion"
"zeroth","zeroth"
"first","first"
"second","second"
"third","third"
"fourth","fourth"
"fifth","fifth"
"sixth","sixth"
"seventh","seventh"
"eighth","eighth"
"ninth","ninth"
"tenth","tenth"
"eleventh","eleventh"
"twelfth","twelfth"
"thirteenth","thirteenth"
"fourteenth","fourteenth"
"fifteenth","fifteenth"
"sixteenth","sixteenth"
"seventeenth","seventeenth"
"eighteenth","eighteenth"
"nineteenth","nineteenth"
"twentieth","twentieth"
"thirtieth","thirtieth"
"fortieth","fortieth"
"fiftieth","fiftieth"
"sixtieth","sixtieth"
"seventieth","seventieth"
"eightieth","eightieth"
"ninetieth","ninetieth"
"hundredth","hundredth"
"thousandth","thousandth"
"lakhth","lakhth"
"millionth","millionth"
"croreth","croreth"
"billionth","billionth"
"trillionth","trillionth"
"quadrillionth","quadrillionth"
"quintillionth","quintillionth"
"sextillionth","sextillionth"
"septillionth","septillionth"
"octillionth","octillionth"
"nonillionth","nonillionth"
"decillionth","decillionth"
"dot","dot"
"point","point"
"decimal","decimal"
